,Latitude,Longitude,Unique_Squirrel_ID,Shift,Date,Age,Primary_Fur_Color,Location,Specific_Location,Running,Chasing,Climbing,Eating,Foraging,Other_Activities,Kuks,Quaas,Moans,Tail_flags,Tail_twitches,Approaches,Indifferent,Runs_from
494,40.76774556,-73.98010073,1B-PM-1019-06,PM,2018-10-19,Juvenile,Cinnamon,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,0,1,0
495,40.79820735,-73.95484307,41E-AM-1007-06,AM,2018-10-07,Adult,Gray,Above Ground,tree,0,0,1,0,1,,0,0,0,0,0,0,0,0
496,40.7953811,-73.96021669,36B-AM-1013-04,AM,2018-10-13,,Black,Above Ground,Moved 20+ feet high above top of tree limb,0,1,0,0,0,,0,0,0,0,0,0,0,1
497,40.77913652,-73.96694329,18F-AM-1014-01,AM,2018-10-14,Adult,Gray,Above Ground,Low tree,0,0,0,1,0,,0,0,0,0,0,0,1,0
498,40.776458,-73.96572881,16H-PM-1014-04,PM,2018-10-14,Adult,Gray,Ground Plane,,1,0,0,0,0,,0,0,0,0,0,0,1,0
499,40.79740866,-73.95683055,40C-PM-1006-05,PM,2018-10-06,Adult,Gray,Ground Plane,,0,0,0,0,0,,0,0,0,0,0,0,0,0
500,40.77615321,-73.97087985,13D-AM-1014-06,AM,2018-10-14,Adult,Gray,Ground Plane,,1,0,0,1,0,,0,0,0,0,0,0,0,1
501,40.78016617,-73.96833125,18D-PM-1017-01,PM,2018-10-17,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,0,0
502,40.7915857,-73.95983408,33D-PM-1006-02,PM,2018-10-06,,Gray,Above Ground,,0,1,0,0,0,,0,0,0,0,0,0,0,1
503,40.79330035,-73.9533476,37H-PM-1006-02,PM,2018-10-06,Adult,Gray,Ground Plane,tree,1,0,1,0,1,,1,0,0,0,0,0,0,1
504,40.77426959,-73.96773873,12H-PM-1007-02,PM,2018-10-07,Adult,Gray,Above Ground,in tree,0,0,1,1,0,peanuts,0,0,0,0,0,0,1,0
505,40.78143718,-73.96496111,21F-AM-1018-05,AM,2018-10-18,Adult,Cinnamon,Above Ground,,0,0,1,0,0,,0,0,0,0,1,0,0,1
506,40.77295214,-73.97448356,9D-AM-1008-01,AM,2018-10-08,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,1,0,0,0,1
507,40.76552319,-73.97469188,1G-AM-1006-02,AM,2018-10-06,Juvenile,Gray,Above Ground,,0,0,1,0,1,,0,0,0,0,1,0,1,0
508,40.77506707,-73.97142896,12E-PM-1018-04,PM,2018-10-18,Adult,Cinnamon,Above Ground,,0,0,1,0,0,,0,0,0,0,0,0,0,1
509,40.77767821,-73.96385908,18I-AM-1017-02,AM,2018-10-17,Adult,Gray,Above Ground,,0,0,1,0,0,,0,0,0,0,1,0,0,1
510,40.77600151,-73.96531426,15I-AM-1008-04,AM,2018-10-08,Adult,Gray,Ground Plane,,0,0,1,1,0,,0,0,0,0,0,0,0,1
511,40.79396537,-73.95860982,35D-AM-1019-01,AM,2018-10-19,,,Above Ground,"on tree, blue jays gathering nearby",0,0,0,0,0,,1,0,0,0,0,0,0,0
512,40.79202552,-73.96310069,32B-AM-1017-02,AM,2018-10-17,Adult,Gray,Ground Plane,,1,0,0,0,1,,0,0,0,0,1,0,0,1
513,40.76838134,-73.97683572,3D-PM-1010-12,PM,2018-10-10,Adult,Cinnamon,Ground Plane,,1,1,0,0,1,,0,1,0,0,0,0,0,0
514,40.79437241,-73.96014865,35C-PM-1013-02,PM,2018-10-13,,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,1,0,0
515,40.79644171,-73.95974184,37B-PM-1013-05,PM,2018-10-13,Adult,Gray,Ground Plane,,0,0,0,1,1,,0,0,0,0,0,0,1,0
516,40.7985405,-73.95495987,41D-PM-1014-03,PM,2018-10-14,Adult,Gray,Ground Plane,,1,0,0,0,0,,0,0,0,0,0,0,0,0
517,40.7781857,-73.96878474,16E-AM-1014-09,AM,2018-10-14,Adult,Gray,Above Ground,In tree,0,0,1,0,0,,0,0,0,0,0,0,1,0
518,40.77916837,-73.96590102,18G-PM-1013-02,PM,2018-10-13,Adult,Gray,Ground Plane,,0,0,0,1,1,,0,0,0,0,0,0,0,0
519,40.77206597,-73.97494466,7D-PM-1010-01,PM,2018-10-10,Adult,Gray,Ground Plane,outside fenced hectare,1,0,0,0,0,,0,0,0,0,0,0,0,0
520,40.77141451,-73.97132288,8G-PM-1017-01,PM,2018-10-17,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
521,40.76904535,-73.97738211,4C-PM-1010-06,PM,2018-10-10,Adult,Gray,Ground Plane,behind playground benches,0,0,0,1,0,,0,0,0,0,1,0,0,1
522,40.76782015,-73.97931033,1C-PM-1013-06,PM,2018-10-13,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,0,0
523,40.77623499,-73.97017314,14E-AM-1008-19,AM,2018-10-08,Adult,Gray,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,0,1,0
524,40.79637592,-73.95252616,40G-AM-1007-02,AM,2018-10-07,Juvenile,Cinnamon,Above Ground,,1,0,1,0,0,,0,0,0,0,0,0,1,0
525,40.7741871,-73.96808337,12H-PM-1007-08,PM,2018-10-07,,,Above Ground,in tree,0,0,0,0,0,,0,0,0,0,0,0,0,1
526,40.78174013,-73.9632646,22G-AM-1018-05,AM,2018-10-18,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
527,40.78396118,-73.96472842,23E-PM-1006-01,PM,2018-10-06,Adult,Gray,Above Ground,on a tree,1,0,0,0,0,,0,0,0,0,0,0,0,1
528,40.78209366,-73.96352908,22G-AM-1018-02,AM,2018-10-18,Adult,Gray,Ground Plane,,1,0,1,0,0,,1,0,0,0,0,0,0,1
529,40.77865457,-73.96963608,16D-PM-1010-03,PM,2018-10-10,Adult,Gray,Above Ground,,0,0,1,1,0,,0,0,0,0,0,0,1,0
530,40.7769097,-73.97091044,14D-AM-1014-16,AM,2018-10-14,Adult,Gray,Ground Plane,,0,0,1,0,0,,0,0,0,0,0,0,1,0
531,40.7724787,-73.96854291,11H-AM-1010-05,AM,2018-10-10,Adult,Gray,Ground Plane,,0,1,0,0,0,,0,0,0,0,0,0,1,0
532,40.78030111,-73.96525847,19F-PM-1017-04,PM,2018-10-17,Adult,Gray,Ground Plane,,0,1,1,0,0,,0,0,0,0,1,0,0,1
533,40.79081918,-73.96504995,30A-AM-1010-01,AM,2018-10-10,Adult,Cinnamon,Above Ground,,1,0,1,0,0,,0,0,0,0,1,0,0,1
534,40.76686964,-73.97723967,2E-AM-1010-02,AM,2018-10-10,Adult,Gray,Ground Plane,,1,0,0,1,0,,0,0,0,0,0,0,1,0
535,40.79762585,-73.95611417,40D-PM-1013-05,PM,2018-10-13,Adult,Gray,Ground Plane,,1,0,0,0,0,,0,0,0,0,0,0,0,1
536,40.77245106,-73.96828032,11H-AM-1010-04,AM,2018-10-10,,Gray,,,0,0,0,0,1,,0,0,0,0,1,0,0,0
537,40.7978432,-73.95531138,41D-AM-1014-05,AM,2018-10-14,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
538,40.77060353,-73.97614406,6D-PM-1020-04,PM,2018-10-20,,Gray,Above Ground,,0,0,1,0,0,,0,0,0,0,0,0,1,0
539,40.77313475,-73.97468022,9C-PM-1006-01,PM,2018-10-06,Adult,Gray,Ground Plane,,0,0,0,1,1,,0,0,0,0,0,0,0,1
540,40.7952876,-73.96176124,35A-AM-1014-04,AM,2018-10-14,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
541,40.7784353,-73.97134876,15C-PM-1017-03,PM,2018-10-17,Adult,Black,Above Ground,running across overpass,1,0,0,0,0,,0,0,0,0,0,0,1,0
542,40.7768001,-73.97013108,14E-AM-1008-06,AM,2018-10-08,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
543,40.77949634,-73.97184745,16B-AM-1014-01,AM,2018-10-14,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,0,1
544,40.77562575,-73.97568105,11A-PM-1013-01,PM,2018-10-13,Adult,Cinnamon,Ground Plane,,0,0,0,1,0,eating (osage orange),0,0,0,0,0,0,1,0
545,40.78997026,-73.95474233,33I-PM-1006-09,PM,2018-10-06,Adult,Black,Ground Plane,,0,0,0,0,1,,0,0,0,0,1,0,1,0
546,40.79511241,-73.9559678,38E-AM-1010-07,AM,2018-10-10,Adult,Gray,Above Ground,branches,1,1,0,0,0,chasing and being chased by #6,0,0,0,0,1,0,0,1
547,40.79801212,-73.95846961,39B-PM-1014-03,PM,2018-10-14,Adult,Gray,Ground Plane,,0,0,0,1,1,,0,0,0,0,0,0,1,0
548,40.79335376,-73.95490825,36G-PM-1012-01,PM,2018-10-12,Adult,Gray,Ground Plane,,0,0,0,0,0,crossing east drive,0,0,0,0,0,0,0,0
549,40.77721356,-73.97144655,14C-PM-1006-02,PM,2018-10-06,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,1,0,0,1
550,40.78154458,-73.96438254,21F-PM-1018-03,PM,2018-10-18,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,0,0
551,40.78113024,-73.96254162,21H-AM-1017-02,AM,2018-10-17,Adult,Cinnamon,Above Ground,,0,0,1,0,0,,0,0,0,0,0,0,0,1
552,40.78269385,-73.96385261,22F-AM-1007-02,AM,2018-10-07,Adult,Gray,Ground Plane,,0,0,0,0,0,standing,0,0,0,0,0,0,1,0
553,40.7688148,-73.97335195,5G-PM-1010-03,PM,2018-10-10,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,0,1
554,40.77659947,-73.96852273,15F-AM-1007-02,AM,2018-10-07,Adult,Gray,Above Ground,,1,0,1,0,0,,0,0,0,0,0,0,0,1
555,40.77608591,-73.972167,13D-PM-1018-09,PM,2018-10-18,Adult,Gray,Ground Plane,,1,0,0,0,1,,0,0,0,0,0,0,1,0
556,40.76882725,-73.97921539,3B-AM-1010-01,AM,2018-10-10,Adult,Cinnamon,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
557,40.79530807,-73.95793353,37D-PM-1014-05,PM,2018-10-14,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,0,1
558,40.77667203,-73.97041662,14E-AM-1008-07,AM,2018-10-08,Adult,Gray,Ground Plane,,0,0,0,0,1,walking,0,0,0,0,0,0,1,0
559,40.79857341,-73.95730577,40B-PM-1014-01,PM,2018-10-14,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
560,40.79921946,-73.95819825,41A-PM-1007-03,PM,2018-10-07,Adult,Gray,Above Ground,,1,0,1,0,0,,0,0,0,0,1,0,0,0
561,40.76591319,-73.97246752,3I-PM-1013-05,PM,2018-10-13,Adult,Gray,Ground Plane,,1,0,0,0,0,,0,0,0,0,0,0,1,0
562,40.77829139,-73.97003307,16D-PM-1010-06,PM,2018-10-10,Adult,Gray,Ground Plane,,1,0,0,0,1,walking,0,0,0,0,0,0,0,0
563,40.79466798,-73.95700862,37E-PM-1006-08,PM,2018-10-06,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
564,40.79240823,-73.96154026,33C-AM-1012-02,AM,2018-10-12,Adult,Gray,Above Ground,tree branches,0,1,1,0,0,,0,0,0,0,0,0,1,0
565,40.77236916,-73.97083646,10F-AM-1007-01,AM,2018-10-07,Adult,Gray,Above Ground,,0,0,1,0,0,,0,0,0,1,0,0,0,0
566,40.77362416,-73.97569726,9B-PM-1013-04,PM,2018-10-13,Juvenile,Gray,Above Ground,,0,0,1,0,0,,0,0,0,0,1,0,1,0
567,40.76715,-73.97994415,1C-AM-1012-01,AM,2018-10-12,Adult,Gray,Ground Plane,,1,0,0,0,0,,0,0,0,1,0,0,0,1
568,40.77011639,-73.97090406,7H-PM-1006-03,PM,2018-10-06,Adult,Gray,Above Ground,tree,1,0,1,0,0,,0,0,0,1,0,0,1,0
569,40.76736183,-73.97452278,3F-AM-1006-09,AM,2018-10-06,Juvenile,Gray,Ground Plane,in grass by light post,0,0,0,0,1,,0,0,0,0,0,0,1,0
570,40.78336597,-73.965955,22D-PM-1012-05,PM,2018-10-12,Adult,Gray,,,0,0,0,1,0,,0,0,0,0,0,0,1,0
571,40.77046713,-73.97636223,5C-PM-1010-10,PM,2018-10-10,Adult,Gray,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,1,0,0
572,40.77897284,-73.96746884,17E-AM-1017-06,AM,2018-10-17,Adult,Gray,Ground Plane,,1,0,0,0,0,,0,0,0,0,0,0,1,0
573,40.7717074,-73.970636,9G-PM-1007-05,PM,2018-10-07,Adult,Gray,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,0,0,1
574,40.76683001,-73.97833669,1D-PM-1007-03,PM,2018-10-07,Adult,Gray,Ground Plane,,0,1,0,0,0,,0,0,0,0,0,0,1,0
575,40.79451264,-73.96220477,35A-AM-1014-06,AM,2018-10-14,Adult,Gray,Ground Plane,,0,1,0,0,0,,0,0,0,0,0,0,1,0
576,40.79651701,-73.94972177,42I-PM-1014-03,PM,2018-10-14,,Gray,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,0,1,0
577,40.78388702,-73.96713064,22C-PM-1006-05,PM,2018-10-06,Juvenile,Gray,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,0,0,0
578,40.76968708,-73.97867142,4B-PM-1018-01,PM,2018-10-18,Adult,Gray,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,1,0,0
579,40.77433919,-73.97509926,10B-PM-1014-03,PM,2018-10-14,Adult,Gray,Ground Plane,,0,0,0,1,1,,0,0,0,0,0,0,0,0
580,40.79804602,-73.95562182,41D-PM-1014-01,PM,2018-10-14,Adult,Gray,Ground Plane,,0,0,0,1,0,"digging,drinking",0,0,0,0,0,0,0,1
581,40.78674822,-73.96777794,25A-AM-1013-02,AM,2018-10-13,,Gray,Above Ground,BIG TREE,0,1,0,0,0,chasing #3,0,0,0,1,0,0,1,0
582,40.79500332,-73.96123985,35A-PM-1013-12,PM,2018-10-13,Adult,Gray,Ground Plane,,1,0,0,0,0,,0,0,0,1,0,0,0,1
583,40.76644882,-73.97205538,3I-AM-1010-04,AM,2018-10-10,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
584,40.77877802,-73.97001482,16D-PM-1010-04,PM,2018-10-10,Adult,Gray,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,0,1,0
585,40.76850791,-73.97891261,2C-PM-1013-08,PM,2018-10-13,Adult,Gray,Ground Plane,,0,0,0,0,0,,0,0,0,0,0,1,0,0
586,40.77236664,-73.97718439,7B-AM-1008-01,AM,2018-10-08,Adult,Gray,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,0,1,0
587,40.78276982,-73.96465975,22F-AM-1007-07,AM,2018-10-07,Juvenile,Cinnamon,Above Ground,,0,0,1,0,0,,0,0,0,0,1,0,0,0
588,40.77170861,-73.97826438,6A-AM-1006-04,AM,2018-10-06,Adult,Gray,Ground Plane,,0,1,0,0,1,,0,0,0,0,1,0,0,0
589,40.77182603,-73.97851333,6A-PM-1012-05,PM,2018-10-12,Adult,Cinnamon,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,0,0
590,40.79430865,-73.95433238,37G-PM-1007-03,PM,2018-10-07,Adult,Gray,Above Ground,,0,0,0,1,0,"lying on belly on branch,eating big nut",0,0,0,0,0,0,0,0
591,40.77609429,-73.97122568,13D-PM-1018-13,PM,2018-10-18,Adult,Gray,Ground Plane,,0,0,0,0,1,digging,0,0,0,0,0,0,1,0
592,40.79181506,-73.95933528,33E-AM-1014-02,AM,2018-10-14,Juvenile,Black,Above Ground,,0,0,1,0,0,,0,0,0,0,0,0,0,1
593,40.77819168,-73.97274886,14B-PM-1014-06,PM,2018-10-14,Juvenile,Gray,Ground Plane,,0,0,0,0,0,watching me,0,0,0,0,0,1,0,0
594,40.77071677,-73.97428046,7E-PM-1013-05,PM,2018-10-13,Adult,Gray,Ground Plane,On rocks,0,0,0,1,1,,0,0,0,0,1,0,1,0
595,40.77438836,-73.97693195,9A-AM-1013-11,AM,2018-10-13,Juvenile,Gray,Ground Plane,foot of tree,1,1,0,0,0,,0,0,0,0,0,0,1,0
596,40.7748301,-73.97182708,11D-AM-1010-06,AM,2018-10-10,Adult,Gray,Ground Plane,,0,0,0,1,1,,0,0,0,0,0,0,1,0
597,40.7802972,-73.96981967,18C-PM-1018-03,PM,2018-10-18,Juvenile,Gray,Above Ground,,1,1,0,0,0,,0,0,0,0,0,0,0,1
598,40.79209498,-73.95302636,36I-PM-1007-05,PM,2018-10-07,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,1,0,1,0
599,40.76829218,-73.98082021,1A-PM-1014-02,PM,2018-10-14,Adult,Cinnamon,Above Ground,,0,1,0,0,0,,0,0,0,0,0,0,0,0
600,40.79769854,-73.95222916,42G-PM-1014-01,PM,2018-10-14,Adult,Gray,Above Ground,,0,0,1,0,1,,0,0,1,0,0,0,0,1
601,40.77094136,-73.96857516,9I-PM-1010-07,PM,2018-10-10,Adult,Gray,Above Ground,ran up tree,1,0,0,0,0,,0,0,0,0,0,0,0,1
602,40.77603458,-73.97215924,12C-AM-1013-02,AM,2018-10-13,Adult,Gray,Ground Plane,,0,1,0,0,0,,1,0,0,0,0,0,1,0
603,40.79420123,-73.95409085,37G-PM-1007-04,PM,2018-10-07,,Cinnamon,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,0,0
604,40.79345703,-73.95739301,35E-AM-1020-03,AM,2018-10-20,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
605,40.77157262,-73.97175802,8F-PM-1012-01,PM,2018-10-12,Adult,Gray,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,0,0,0
606,40.79085408,-73.95477118,34I-PM-1010-06,PM,2018-10-10,Adult,Gray,,,0,0,0,0,1,,0,0,0,0,1,0,0,0
607,40.79131192,-73.9589676,33E-AM-1014-09,AM,2018-10-14,Juvenile,Black,Above Ground,,0,1,0,0,0,,0,0,0,0,0,0,1,0
608,40.77820557,-73.9698762,16D-PM-1010-09,PM,2018-10-10,Adult,Gray,Ground Plane,,0,1,0,0,0,,1,0,0,0,0,0,1,0
609,40.77513429,-73.96715496,14H-AM-1007-01,AM,2018-10-07,Adult,Gray,Above Ground,top of tree,1,0,0,0,0,jumping between branches,0,0,0,0,0,0,1,0
610,40.77428131,-73.96793991,13H-PM-1010-09,PM,2018-10-10,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
611,40.78913307,-73.96294201,29C-AM-1007-03,AM,2018-10-07,Adult,Gray,Ground Plane,,1,0,0,0,0,,0,0,0,0,0,0,0,1
612,40.77379116,-73.96884669,12G-PM-1007-05,PM,2018-10-07,,Gray,Ground Plane,,0,0,0,0,0,,0,0,0,0,0,0,0,0
613,40.77796928,-73.9642412,18H-PM-1014-03,PM,2018-10-14,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,1,0,0,1,0
614,40.77587431,-73.96532791,15I-AM-1008-02,AM,2018-10-08,Adult,Gray,Above Ground,on fence,0,0,0,1,0,,0,0,0,0,0,0,0,1
615,40.79909281,-73.95569372,42C-AM-1007-04,AM,2018-10-07,Adult,Gray,Ground Plane,,0,0,0,0,0,walking,0,0,0,0,0,0,1,0
616,40.7952765,-73.95588091,38E-PM-1014-03,PM,2018-10-14,,Gray,Ground Plane,THICK UNDERGROWTH,0,0,0,0,1,,0,0,0,0,0,0,1,0
617,40.79702713,-73.9579769,39C-AM-1017-04,AM,2018-10-17,Adult,Gray,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,0,0,1
618,40.77075615,-73.97698875,5C-PM-1010-04,PM,2018-10-10,Adult,Gray,Ground Plane,,1,0,0,1,0,,0,0,0,0,0,0,1,0
619,40.77526146,-73.96559053,14I-PM-1018-06,PM,2018-10-18,Adult,Cinnamon,Above Ground,,1,0,1,0,0,,0,0,0,0,1,0,1,0
620,40.79099917,-73.95888861,32E-PM-1017-01,PM,2018-10-17,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,0,1
621,40.77388795,-73.97548368,9B-PM-1013-01,PM,2018-10-13,Juvenile,Gray,Ground Plane,,0,0,0,0,0,playing,0,0,0,0,1,0,1,0
622,40.78785023,-73.96629396,26B-AM-1010-01,AM,2018-10-10,Adult,Gray,Ground Plane,running across bridle path,1,0,0,0,0,,0,0,0,0,0,0,0,1
623,40.79093514,-73.9613052,31D-AM-1014-02,AM,2018-10-14,Juvenile,Gray,Ground Plane,Undergrowth,0,0,0,0,1,,0,0,0,0,0,0,0,1
624,40.77060651,-73.97642354,5C-PM-1010-11,PM,2018-10-10,Adult,Cinnamon,Ground Plane,,0,0,1,0,1,,0,0,0,0,0,0,0,0
625,40.77875032,-73.97050538,16C-AM-1014-04,AM,2018-10-14,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
626,40.77028151,-73.97637911,5D-PM-1018-04,PM,2018-10-18,Adult,Gray,Ground Plane,,0,1,0,0,0,chasing (dog chasing),0,0,0,0,0,0,0,1
627,40.79524668,-73.96001658,36B-PM-1013-03,PM,2018-10-13,Adult,Gray,Ground Plane,,1,1,0,0,0,,0,0,0,0,1,0,0,1
628,40.79800809,-73.95737241,40C-AM-1017-02,AM,2018-10-17,Adult,Gray,Ground Plane,,0,1,0,1,0,chasing (#1),0,0,0,0,0,0,0,1
629,40.78556544,-73.95801094,28I-AM-1013-01,AM,2018-10-13,Adult,Gray,Ground Plane,Jumped onto path & then back into brush,0,0,0,0,0,stood on fence,0,0,0,0,0,0,0,1
630,40.79501575,-73.95488778,38F-AM-1018-04,AM,2018-10-18,Adult,Gray,Ground Plane,,0,0,1,0,0,,0,0,0,0,0,0,0,0
631,40.76611999,-73.97673144,1F-AM-1010-01,AM,2018-10-10,Adult,Gray,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,0,1,0
632,40.7875393,-73.96732437,26A-AM-1014-01,AM,2018-10-14,,Gray,Ground Plane,,0,1,0,0,1,,0,0,0,0,0,0,0,0
633,40.79073477,-73.95963759,32E-AM-1007-05,AM,2018-10-07,Adult,Black,Above Ground,,0,0,1,0,0,,0,0,0,0,0,0,1,0
634,40.77867496,-73.96732356,17F-PM-1020-04,PM,2018-10-20,Juvenile,Gray,Above Ground,,0,0,0,1,0,,0,0,0,0,0,0,0,0
635,40.77551198,-73.97575362,11A-PM-1013-03,PM,2018-10-13,Adult,Cinnamon,Ground Plane,,0,0,0,1,1,,0,0,0,0,0,0,1,0
636,40.77892344,-73.96750475,17E-AM-1017-01,AM,2018-10-17,Adult,Gray,Ground Plane,Pond area,0,0,0,0,1,,0,0,0,0,0,0,1,0
637,40.7880618,-73.95627653,31I-PM-1019-02,PM,2018-10-19,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
638,40.78924004,-73.95585895,32H-PM-1006-02,PM,2018-10-06,,Gray,Above Ground,,0,0,1,0,0,,0,0,0,0,0,0,0,0
639,40.77161845,-73.97855365,6A-PM-1012-07,PM,2018-10-12,Adult,Cinnamon,Ground Plane,elevated ground,0,1,0,0,1,,0,0,0,0,0,0,1,0
640,40.78035881,-73.97190362,17A-AM-1017-01,AM,2018-10-17,Adult,Gray,Above Ground,ground & tree,1,0,1,0,1,,0,0,0,0,1,0,0,1
641,40.79756855,-73.95683823,40C-AM-1017-07,AM,2018-10-17,Adult,Gray,Ground Plane,,0,0,0,0,1,digging,0,0,0,0,0,0,1,0
642,40.77370921,-73.97673021,8A-PM-1014-01,PM,2018-10-14,Adult,Gray,Ground Plane,,0,0,1,1,0,,1,0,0,0,0,0,0,1
643,40.77613115,-73.97221256,13C-PM-1019-05,PM,2018-10-19,Adult,Gray,Ground Plane,,0,0,0,1,1,,0,0,0,0,1,1,1,0
644,40.76923774,-73.97581523,4E-PM-1008-03,PM,2018-10-08,Adult,Gray,,,0,1,0,0,0,chasing #4,0,0,0,0,0,0,0,0
645,40.79798004,-73.95409229,41E-PM-1013-05,PM,2018-10-13,Juvenile,Gray,Above Ground,,0,0,0,1,0,,0,0,0,0,0,0,0,0
646,40.76637034,-73.97347626,3H-AM-1008-05,AM,2018-10-08,Adult,Gray,Above Ground,,0,0,1,0,0,,0,0,0,0,1,0,0,0
647,40.79800413,-73.95394,41E-AM-1007-02,AM,2018-10-07,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,0,1
648,40.79687746,-73.9554891,40E-AM-1014-03,AM,2018-10-14,Adult,Gray,Ground Plane,,0,0,1,0,1,,0,0,0,0,0,0,1,0
649,40.76838967,-73.98096101,2A-AM-1010-02,AM,2018-10-10,,Gray,Above Ground,perched on small fence,0,0,0,1,0,,0,0,0,0,1,0,0,1
650,40.76979501,-73.98016619,3A-PM-1017-03,PM,2018-10-17,Adult,Cinnamon,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,1,0,0
651,40.78787561,-73.95700561,30I-PM-1006-02,PM,2018-10-06,Adult,Gray,Ground Plane,,1,0,0,0,0,,0,0,0,1,0,0,0,1
652,40.77952388,-73.97034014,17C-PM-1013-01,PM,2018-10-13,Adult,Gray,Ground Plane,then perched on 2-ft high border fencing,0,0,0,0,1,,0,0,0,0,0,0,0,1
653,40.7741908,-73.97676966,9A-AM-1013-04,AM,2018-10-13,Juvenile,Gray,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,0,0,0
654,40.7731671,-73.97287838,9E-PM-1014-02,PM,2018-10-14,Juvenile,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,1,0,1,0
655,40.79875785,-73.95537267,41D-AM-1014-02,AM,2018-10-14,Adult,Gray,Above Ground,,0,0,0,0,0,jumping,0,0,0,0,0,0,1,0
656,40.77590139,-73.96790088,14G-AM-1012-02,AM,2018-10-12,,Gray,Above Ground,,0,0,1,0,0,,0,0,0,0,0,0,1,0
657,40.76934993,-73.97045758,7H-PM-1006-09,PM,2018-10-06,Adult,Black,Ground Plane,by tree,0,0,0,1,1,,0,0,0,1,0,1,0,1
658,40.79626846,-73.9572687,38D-AM-1017-03,AM,2018-10-17,Adult,Gray,Ground Plane,,0,0,0,0,1,digging,0,0,0,0,0,0,0,0
659,40.78259663,-73.9638299,22F-AM-1007-03,AM,2018-10-07,Adult,Cinnamon,Ground Plane,,0,0,0,1,0,,0,0,0,0,0,0,1,0
660,40.76805609,-73.97007591,5I-AM-1010-01,AM,2018-10-10,Adult,Gray,Ground Plane,,1,0,0,0,0,,0,0,0,0,0,0,1,0
661,40.77610864,-73.97218548,12C-AM-1013-01,AM,2018-10-13,Adult,Gray,Ground Plane,,0,0,0,0,1,burying,0,0,0,0,0,0,1,0
662,40.76823903,-73.97664406,3E-AM-1006-02,AM,2018-10-06,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,1,0,0,0,1
663,40.76642483,-73.97251749,3H-PM-1014-07,PM,2018-10-14,Adult,Gray,Ground Plane,,0,0,0,0,1,,0,0,0,0,0,0,1,0
664,40.79668231,-73.95636613,39D-AM-1008-03,AM,2018-10-08,Adult,Gray,Above Ground,,0,0,1,0,0,,0,0,0,0,0,0,0,0
665,40.77051626,-73.96870278,9I-AM-1014-09,AM,2018-10-14,Adult,Gray,Above Ground,,0,0,1,0,1,,0,0,0,0,0,0,0,0
